"ID","Sex","Treatment","Familiarity","Host","Status","Experiment","HostStrain","Line","Day","Wt","Pct"
10506,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","CD",1,22.4,1.01
10639,"F","2X","FAM","BALBF","Passaged","HK68BALB","BALB/C","CD",1,21.1,1
10271,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJ",1,31.5,1.02
10329,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJ",1,34.5,1
10656,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJ",1,24.2,1.03
10582,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","KL",1,25.2,1
10615,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","KL",1,28.3,1.03
10569,"M","2X","FAM","BALBM","Passaged","HK68BALB","BALB/C","KL",1,30,1.05
10620,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,21.3,1
10635,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,18.8,0.99
10645,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,21.1,1.03
10646,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,19.7,0.99
10455,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,21.4,1
10630,"F","4X","FAM","BALBF","Passaged","HK68BALB","BALB/C","ABCD",1,21.9,0.98
10570,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,28.9,1
10292,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,29.1,0.99
10333,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,30.6,1.04
10338,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,39.3,1.01
10342,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,28.7,0.99
10616,"M","4X","FAM","BALBM","Passaged","HK68BALB","BALB/C","IJKL",1,28.3,1.03
10652,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,22.2,0.99
10662,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,20,1.01
10781,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,24.6,0.98
10785,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,19.5,0.99
10791,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,24.3,1.01
10797,"F","STOCK","FAM","BALBF","Unpassaged","HK68BALB","BALB/C","Stock",1,20.4,0.99
10682,"M","STOCK","FAM","BALBM","Unpassaged","HK68BALB","BALB/C","Stock",1,26.5,1.02
10684,"M","STOCK","FAM","BALBM","Unpassaged","HK68BALB","BALB/C","Stock",1,25,1.02
10685,"M","STOCK","FAM","BALBM","Unpassaged","HK68BALB","BALB/C","Stock",1,24.8,1.03
